ID Cliente,Churn,gênero,idoso,Parceiro,Dependentes,Meses contrato,Serviço telefone,Linhas multiplas,Serviço Internet,Segurança Online,Backup Online,Dispositivo_Proteção,Suporte Técnico,Tv Streaming,Filmes Streaming,Contrato,Conta Papel,Método pagamento,Cobrança Mensal,Cobrança Total,Cobrança diária
7133-VBDCG,Sim,Mulher,Não,Não,Não,25,Sim,Não,Fibra óptica,Sim,Sim,Não,Não,Não,Não,Mês a mês,Sim,Transferência Bancária,79.85,2015.35,2.6616666666666666
7134-HBPBS,Não,Mulher,Sim,Não,Não,72,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Transferência Bancária,108.1,7774.05,3.603333333333333
7134-MJPDY,Não,Mulher,Sim,Não,Não,66,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Cartão de Crédito,102.85,6976.75,3.4283333333333332
7136-IHZJA,Não,Mulher,Não,Sim,Sim,40,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Sim,Mês a mês,Sim,Correspondência,71.35,2847.2,2.378333333333333
7136-RVDTZ,Sim,Homem,Sim,Não,Não,70,Não,Sem serviço,DSL,Não,Não,Não,Não,Sim,Sim,Um ano,Sim,Eletrônico,45.25,3264.45,1.5083333333333333
7137-NAXML,Não,Homem,Não,Não,Não,23,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Não,Transferência Bancária,20.15,405.6,0.6716666666666666
7137-RYLPP,Sim,Homem,Sim,Sim,Não,37,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Eletrônico,85.7,3171.15,2.856666666666667
7138-GIRSH,Não,Homem,Não,Não,Não,50,Sim,Sim,DSL,Não,Não,Sim,Sim,Não,Sim,Dois anos,Não,Transferência Bancária,69.5,3418.2,2.316666666666667
7139-JZFVG,Não,Homem,Não,Sim,Sim,60,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Dois anos,Não,Transferência Bancária,60.5,3694.45,2.0166666666666666
7140-ADSMJ,Não,Homem,Não,Não,Não,8,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Sim,Cartão de Crédito,20.45,162.3,0.6816666666666666
7142-HVGBG,Sim,Homem,Sim,Sim,Não,43,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,103.0,4414.3,3.433333333333333
7143-BQIBA,Não,Homem,Não,Não,Não,10,Sim,Não,DSL,Sim,Não,Não,Sim,Sim,Não,Mês a mês,Não,Transferência Bancária,62.25,612.95,2.075
7145-FEJWU,Não,Mulher,Não,Não,Sim,12,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,105.3,1275.65,3.51
7147-AYBAA,Não,Homem,Não,Não,Não,37,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Correspondência,70.35,2552.9,2.3449999999999998
7148-XZPHA,Não,Homem,Não,Sim,Sim,55,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Não,Não,Mês a mês,Não,Eletrônico,79.4,4238.45,2.646666666666667
7153-CHRBV,Não,Mulher,Não,Sim,Sim,57,Sim,Não,DSL,Sim,Não,Sim,Sim,Não,Não,Um ano,Sim,Correspondência,59.3,3274.35,1.9766666666666666
7153-OANIO,Sim,Homem,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Eletrônico,69.95,69.95,2.3316666666666666
7156-MHUGY,Sim,Homem,Sim,Não,Não,13,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,90.5,1201.15,3.0166666666666666
7156-MXBJE,Não,Mulher,Não,Não,Não,43,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Um ano,Não,Cartão de Crédito,85.1,3662.25,2.8366666666666664
7157-SMCFK,Não,Homem,Não,Não,Sim,61,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Correspondência,19.75,1124.2,0.6583333333333333
7159-FVYPK,Não,Mulher,Não,Sim,Sim,3,Sim,Sim,DSL,Não,Sim,Sim,Não,Sim,Não,Mês a mês,Sim,Transferência Bancária,69.15,235.0,2.305
7159-NOKYQ,Não,Homem,Não,Sim,Não,67,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Não,Sim,Dois anos,Sim,Eletrônico,93.15,6368.2,3.105
7161-DFHUF,Não,Mulher,Não,Sim,Não,71,Sim,Sim,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Correspondência,23.85,1672.1,0.795
7162-WPHPM,Não,Homem,Não,Sim,Sim,58,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Dois anos,Não,Cartão de Crédito,71.6,4230.25,2.3866666666666663
7163-OCEQI,Não,Homem,Não,Sim,Sim,22,Sim,Sim,DSL,Não,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Correspondência,78.65,1663.75,2.621666666666667
7164-BPTUT,Não,Homem,Não,Não,Sim,57,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Correspondência,89.55,5012.35,2.985
7167-PCEYD,Não,Homem,Não,Não,Não,67,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Sim,Correspondência,19.8,1311.3,0.66
7168-HDQHG,Não,Mulher,Não,Sim,Sim,36,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Transferência Bancária,19.2,702.9,0.64
7169-YWAMK,Não,Homem,Não,Sim,Sim,72,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Não,Dois anos,Não,Transferência Bancária,68.4,4855.35,2.2800000000000002
7173-TETGO,Não,Mulher,Sim,Sim,Não,72,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Não,Não,Dois anos,Não,Transferência Bancária,78.5,5602.25,2.6166666666666667
7175-NTIXE,Não,Mulher,Não,Não,Não,25,Sim,Não,DSL,Sim,Não,Não,Sim,Sim,Sim,Mês a mês,Sim,Cartão de Crédito,76.15,1992.95,2.5383333333333336
7176-WIONM,Não,Mulher,Não,Sim,Não,12,Não,Sem serviço,DSL,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Sim,Transferência Bancária,49.85,617.15,1.6616666666666666
7176-WRTNX,Não,Homem,Não,Não,Não,70,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Transferência Bancária,114.95,7711.25,3.8316666666666666
7180-PISOG,Sim,Homem,Não,Sim,Sim,1,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,74.5,74.5,2.4833333333333334
7181-BQYBV,Sim,Mulher,Não,Sim,Sim,1,Sim,Sim,Fibra óptica,Sim,Não,Sim,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,102.45,102.45,3.415
7181-OQCUT,Não,Homem,Não,Não,Não,21,Sim,Sim,Fibra óptica,Sim,Não,Sim,Não,Sim,Sim,Mês a mês,Não,Correspondência,103.85,2215.0,3.4616666666666664
7182-OVLBJ,Não,Mulher,Não,Sim,Sim,62,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Sim,Sim,Dois anos,Sim,Transferência Bancária,101.15,6638.35,3.371666666666667
7184-LRUUR,Não,Mulher,Não,Não,Não,22,Sim,Não,DSL,Não,Sim,Sim,Não,Sim,Não,Um ano,Não,Transferência Bancária,65.25,1441.8,2.175
7188-CBBBA,Não,Mulher,Não,Não,Não,65,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Não,Um ano,Sim,Eletrônico,95.5,6153.85,3.183333333333333
7190-XHTWJ,Não,Mulher,Não,Não,Não,38,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Não,Correspondência,19.3,755.5,0.6433333333333333
7191-ADRGF,Não,Homem,Não,Sim,Não,44,Não,Sem serviço,DSL,Não,Sim,Sim,Não,Sim,Sim,Dois anos,Não,Transferência Bancária,54.3,2390.45,1.8099999999999998
7196-LIWRH,Não,Mulher,Não,Não,Não,6,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Correspondência,19.55,124.45,0.6516666666666667
7197-VOJMM,Não,Homem,Não,Sim,Não,67,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Sim,Dois anos,Sim,Cartão de Crédito,69.2,4671.65,2.3066666666666666
7198-GLXTC,Sim,Homem,Não,Não,Não,2,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mês a mês,Não,Eletrônico,79.0,143.65,2.6333333333333333
7203-OYKCT,Não,Homem,Não,Não,Não,72,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Um ano,Sim,Eletrônico,104.95,7544.3,3.4983333333333335
7205-BAIAD,Não,Mulher,Não,Não,Não,40,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Sim,Transferência Bancária,20.6,827.3,0.6866666666666668
7206-GZCDC,Sim,Mulher,Sim,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,69.25,69.25,2.308333333333333
7206-PQBBZ,Não,Homem,Sim,Sim,Não,11,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,70.2,834.7,2.3400000000000003
7207-RMRDB,Sim,Mulher,Não,Sim,Sim,65,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,105.5,6985.65,3.5166666666666666
7208-PSIHR,Não,Mulher,Não,Sim,Não,70,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Dois anos,Sim,Transferência Bancária,104.3,7188.5,3.4766666666666666
7209-JCUDS,Sim,Homem,Não,Não,Não,10,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,94.9,1048.85,3.1633333333333336
7216-EWTRS,Sim,Mulher,Sim,Sim,Não,1,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,100.8,100.8,3.36
7216-KAOID,Não,Homem,Não,Sim,Sim,41,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Não,Transferência Bancária,19.5,798.2,0.65
7217-JYHOQ,Não,Homem,Não,Sim,Sim,24,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Sim,Mês a mês,Sim,Cartão de Crédito,70.3,1706.45,2.3433333333333333
7218-HKQFK,Sim,Homem,Não,Sim,Não,2,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Sim,Sim,Mês a mês,Sim,Eletrônico,94.2,167.5,3.14
7219-TLZHO,Não,Mulher,Não,Sim,Sim,4,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Correspondência,20.85,62.9,0.6950000000000001
7225-CBZPL,Não,Homem,Sim,Sim,Não,17,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,94.8,1563.9,3.1599999999999997
7225-IILWY,Não,Homem,Não,Sim,Sim,68,Sim,Sim,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Correspondência,25.75,1686.15,0.8583333333333333
7228-OMTPN,Sim,Homem,Não,Não,Não,4,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,88.45,370.65,2.9483333333333333
7228-PAQPD,Não,Mulher,Não,Não,Não,14,Sim,Não,DSL,Não,Não,Não,Sim,Não,Sim,Um ano,Não,Cartão de Crédito,59.1,772.85,1.97
7233-DRTRF,Não,Homem,Não,Sim,Não,63,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,102.4,6444.05,3.4133333333333336
7233-IOQNP,Não,Mulher,Não,Sim,Não,43,Não,Sem serviço,DSL,Sim,Não,Não,Sim,Não,Não,Mês a mês,Não,Transferência Bancária,34.0,1505.35,1.1333333333333333
7233-PAHHL,Não,Homem,Não,Sim,Sim,66,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,Sim,Correspondência,84.0,5714.25,2.8
7234-FECYN,Sim,Mulher,Sim,Não,Não,8,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Não,Eletrônico,101.35,780.5,3.378333333333333
7234-KMNRQ,Não,Homem,Não,Não,Não,4,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Correspondência,19.0,73.45,0.6333333333333333
7235-NXZCP,Sim,Homem,Sim,Não,Não,2,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Correspondência,74.85,156.4,2.4949999999999997
7239-HZZCX,Sim,Homem,Não,Não,Não,1,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Correspondência,19.75,19.75,0.6583333333333333
7240-ETPTR,Sim,Mulher,Não,Sim,Não,9,Não,Sem serviço,DSL,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,48.75,442.2,1.625
7240-FQLHE,Sim,Mulher,Sim,Sim,Não,18,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Sim,Sim,Mês a mês,Não,Transferência Bancária,99.75,1836.25,3.325
7241-AJHFS,Não,Homem,Não,Não,Não,32,Sim,Sim,Fibra óptica,Sim,Não,Não,Sim,Não,Não,Mês a mês,Não,Transferência Bancária,87.65,2766.4,2.921666666666667
7242-EDTYC,Não,Homem,Não,Não,Sim,44,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Transferência Bancária,19.55,819.95,0.6516666666666667
7242-QZLXF,Sim,Homem,Não,Não,Sim,1,Não,Sem serviço,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,25.3,25.3,0.8433333333333334
7243-LCGGZ,Não,Mulher,Não,Não,Não,1,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Correspondência,20.9,20.9,0.6966666666666667
7244-KXYZN,Não,Mulher,Não,Não,Não,24,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Não,Cartão de Crédito,20.45,527.35,0.6816666666666666
7244-QWYHG,Não,Homem,Não,Sim,Não,50,Não,Sem serviço,DSL,Sim,Não,Não,Sim,Sim,Não,Um ano,Sim,Transferência Bancária,44.45,2188.45,1.4816666666666667
7245-JMTTQ,Não,Mulher,Não,Não,Não,51,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Um ano,Sim,Eletrônico,111.5,5703.25,3.716666666666667
7245-NIIWQ,Não,Mulher,Não,Não,Não,3,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,69.85,199.85,2.328333333333333
7246-ZGQDF,Não,Mulher,Não,Não,Sim,1,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Mês a mês,Não,Eletrônico,54.5,54.5,1.8166666666666667
7247-XOZPB,Não,Homem,Não,Sim,Não,53,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Não,Um ano,Não,Transferência Bancária,77.4,4155.95,2.58
7248-VZQLC,Sim,Mulher,Sim,Não,Não,47,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Não,Não,Mês a mês,Sim,Transferência Bancária,85.2,3969.35,2.8400000000000003
7249-WBIYX,Sim,Homem,Não,Sim,Não,10,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Eletrônico,85.6,813.85,2.853333333333333
7250-EQKIY,Sim,Mulher,Não,Sim,Sim,1,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Mês a mês,Não,Correspondência,50.45,50.45,1.6816666666666669
7251-LJBQN,Não,Mulher,Sim,Não,Não,40,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Cartão de Crédito,103.75,4188.4,3.4583333333333335
7251-XFOIL,Não,Mulher,Não,Não,Não,61,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Mês a mês,Não,Correspondência,89.2,5500.6,2.9733333333333336
7252-NTGSS,Não,Mulher,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Correspondência,45.15,45.15,1.505
7253-UVNDW,Sim,Mulher,Não,Não,Não,46,Sim,Não,DSL,Não,Não,Sim,Sim,Não,Não,Dois anos,Não,Cartão de Crédito,54.35,2460.15,1.8116666666666668
7254-IQWOZ,Sim,Homem,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,69.65,69.65,2.3216666666666668
7255-SSFBC,Não,Homem,Não,Sim,Sim,72,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Transferência Bancária,112.25,8041.65,3.7416666666666667
7266-GSSJX,Não,Homem,Não,Sim,Sim,11,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Sim,Eletrônico,20.45,250.8,0.6816666666666666
7267-FRMJW,Não,Mulher,Não,Sim,Sim,25,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Correspondência,20.1,486.05,0.67
7268-IGMFD,Não,Homem,Sim,Não,Não,18,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Não,Mês a mês,Não,Transferência Bancária,93.9,1743.9,3.1300000000000003
7268-WNTCP,Não,Homem,Não,Sim,Sim,62,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Transferência Bancária,20.45,1297.35,0.6816666666666666
7269-JISCY,Não,Mulher,Não,Não,Não,55,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Um ano,Não,Transferência Bancária,45.05,2462.6,1.5016666666666665
7270-BDIOA,Sim,Mulher,Não,Não,Não,22,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Sim,Não,Mês a mês,Sim,Eletrônico,90.0,1993.8,3.0
7271-AJDTL,Não,Mulher,Não,Sim,Não,55,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Não,Mês a mês,Sim,Cartão de Crédito,94.45,5073.1,3.1483333333333334
7272-QDCKA,Não,Homem,Não,Não,Não,28,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Um ano,Não,Eletrônico,100.2,2688.45,3.3400000000000003
7273-TEFQD,Sim,Homem,Sim,Não,Não,3,Não,Sem serviço,DSL,Não,Não,Sim,Não,Não,Sim,Mês a mês,Sim,Eletrônico,41.15,132.2,1.3716666666666666
7274-CGTOD,Não,Homem,Não,Não,Não,62,Não,Sem serviço,DSL,Sim,Sim,Sim,Sim,Não,Não,Dois anos,Sim,Transferência Bancária,43.7,2618.3,1.4566666666666668
7274-RTAPZ,Sim,Homem,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,90.55,90.55,3.018333333333333
7277-KAMWT,Não,Homem,Não,Não,Não,13,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Cartão de Crédito,20.0,268.45,0.6666666666666666
7277-OZCGZ,Não,Mulher,Não,Não,Não,22,Sim,Não,Fibra óptica,Sim,Não,Não,Sim,Não,Sim,Mês a mês,Sim,Eletrônico,89.05,1886.25,2.9683333333333333
7278-CKDNC,Não,Homem,Sim,Não,Não,24,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,80.5,2088.45,2.683333333333333
7279-BUYWN,Sim,Mulher,Sim,Não,Não,41,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Sim,Sim,Mês a mês,Sim,Eletrônico,113.2,4689.5,3.7733333333333334
7279-NMVJC,Não,Mulher,Não,Não,Não,17,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Não,Transferência Bancária,19.9,323.15,0.6633333333333333
7284-BUYEC,Não,Mulher,Não,Não,Não,5,Não,Sem serviço,DSL,Não,Sim,Não,Não,Sim,Sim,Mês a mês,Sim,Cartão de Crédito,50.95,229.4,1.6983333333333335
7284-ZZLOH,Não,Homem,Não,Sim,Não,45,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Não,Dois anos,Não,Cartão de Crédito,53.3,2296.25,1.7766666666666666
7285-KLOTR,Não,Mulher,Não,Sim,Não,12,Sim,Sim,DSL,Sim,Não,Sim,Não,Sim,Sim,Um ano,Não,Eletrônico,78.85,876.75,2.628333333333333
7291-CDTMJ,Não,Homem,Não,Não,Não,1,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Sim,Transferência Bancária,19.65,19.65,0.6549999999999999
7293-LSCDV,Não,Mulher,Não,Sim,Sim,60,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Sim,Cartão de Crédito,19.25,1103.25,0.6416666666666667
7294-TMAOP,Sim,Mulher,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Não,Eletrônico,90.55,90.55,3.018333333333333
7295-JOMMD,Sim,Mulher,Não,Não,Sim,4,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Mês a mês,Sim,Transferência Bancária,98.1,396.3,3.27
7296-PIXQY,Não,Mulher,Não,Sim,Sim,14,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Eletrônico,70.2,1046.5,2.3400000000000003
7297-DVYGA,Não,Mulher,Não,Não,Não,51,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Sim,Transferência Bancária,19.85,996.95,0.6616666666666667
7298-IZWLY,Não,Mulher,Não,Não,Não,1,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Sim,Correspondência,19.4,19.4,0.6466666666666666
7299-GNVPL,Não,Mulher,Não,Sim,Sim,23,Sim,Não,Fibra óptica,Sim,Sim,Não,Sim,Não,Não,Mês a mês,Não,Correspondência,84.4,1936.85,2.8133333333333335
7301-ABVAD,Não,Mulher,Não,Não,Não,72,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Transferência Bancária,86.6,6350.5,2.8866666666666663
7302-ZHMHP,Não,Mulher,Não,Não,Não,1,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Correspondência,19.15,19.15,0.6383333333333333
7305-ZWMAJ,Não,Homem,Não,Sim,Não,30,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Não,Cartão de Crédito,20.7,587.1,0.69
7306-YDSOI,Não,Homem,Não,Sim,Sim,69,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Dois anos,Sim,Transferência Bancária,59.75,4069.9,1.9916666666666667
7310-EGVHZ,Não,Homem,Não,Não,Não,1,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Mês a mês,Não,Transferência Bancária,20.2,20.2,0.6733333333333333
7311-MQJCH,Não,Mulher,Não,Não,Não,5,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Não,Eletrônico,19.55,99.6,0.6516666666666667
7312-XSBAT,Não,Homem,Não,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mês a mês,Não,Eletrônico,49.75,49.75,1.6583333333333334
7314-OXENN,Sim,Homem,Não,Não,Não,2,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,82.0,184.65,2.7333333333333334
7315-WYOAW,Não,Homem,Não,Não,Não,13,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Sim,Sim,Mês a mês,Não,Eletrônico,100.75,1313.25,3.3583333333333334
7317-GGVPB,Sim,Homem,Não,Sim,Não,71,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Cartão de Crédito,108.6,7690.9,3.6199999999999997
7318-EIVKO,Não,Homem,Não,Não,Não,8,Sim,Sim,DSL,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Eletrônico,59.25,436.6,1.975
7319-VENRZ,Não,Homem,Não,Não,Não,7,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Não,Mês a mês,Não,Transferência Bancária,64.3,445.95,2.143333333333333
7319-ZNRTR,Não,Homem,Não,Sim,Sim,25,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Um ano,Não,Eletrônico,19.6,411.15,0.6533333333333334
7321-KKSDU,Não,Homem,Não,Não,Sim,32,Sim,Não,Não,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Sem serviço,Dois anos,Não,Correspondência,20.5,696.8,0.6833333333333333
7321-PKUYW,Sim,Mulher,Não,Não,Não,11,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Sim,Não,Mês a mês,Não,Eletrônico,90.15,987.95,3.0050000000000003
7321-VGNKU,Não,Mulher,Não,Sim,Não,2,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,70.35,120.25,2.3449999999999998
7321-ZNSLA,Não,Homem,Não,Sim,Sim,13,Não,Sem serviço,DSL,Sim,Sim,Não,Sim,Não,Não,Dois anos,Não,Correspondência,40.55,590.35,1.3516666666666666
7322-OCWHC,Não,Homem,Sim,Sim,Não,72,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Não,Não,Dois anos,Sim,Transferência Bancária,93.05,6735.05,3.1016666666666666
7325-ENZFI,Não,Mulher,Não,Não,Não,39,Não,Sem serviço,DSL,Sim,Sim,Não,Sim,Não,Não,Um ano,Sim,Transferência Bancária,40.3,1630.4,1.3433333333333333
7326-RIGQZ,Não,Homem,Não,Sim,Sim,6,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Eletrônico,69.8,377.85,2.3266666666666667
